occlusion_level,original_caption,generated_caption
10,An average sized cat is standing in the tub. The tub is white and is not filled with water. The shower curtain is clear and on the right side. The washcloth is dark colored and hanging from the tub. The tub has a silver drain and stopped. The cat is standing in the middle of the tub while facing the wall.," A furry cat is laying on a carpet.  The cat is grey and black, and has a black collar around its neck.  Its paw is on the edge of the hat.  Its paw is open.  Its mouth is open."
10,A gray and black cat is standing on a counter. The counter is white and brown. There is a coffee mug sitting on top of the counter in front of the cat. ," A cat has it's head stuck in a car's rear view mirror. The mirror is covered in snow. There is a pile of dirt next to the cat. The cat has it's mouth open. The cat is gray, and the head"
10,A man is skiing down the mountain. There is a log of white fluffy snow. The man is wearing a red hat and blue snowsuit. He is holding ski poles in his hands. He gas black gloves on his hands and sunglasses on his face. Behind the man are trees that are covered in snow., A person wearing a red jacket and white pants is snow boarding down a hill. The person is looking off in the distance. There are a lot of trees in the distance. The person is wearing a gray jacket and black pants. There is a
10,A man stands in the snow. He is holding a black pole. There are trees behind the man. There are tracks in the snow. The man is wearing a dark colored cap. , A man in a red snow jacket and black pants is standing in a snowy field. There are also two other people next to him. There is a person wearing skis next to him. There are two other people behind him.  There are
10,"The head and neck of a giraffe is seen behind a small knoll which is partially grassy area and partially rocky. There are two wooden poles in the grassy area, as well as two light green rectangles which may be steps. There is a strip of black material suspended between the poles. The giraffe is seen in profile. Its mouth is closed. There is grass and rocks visible behind the giraffe's head, as well as some dirt pathways and more grass. A number of tree trunks are seen rising upward from the grass behind the giraffe. ", The giraffe has two zebras on it. The zebras are standing halfway on a ground. The giraffe has a long neck and spots on its body.  The ground beneath it is covered in snow.  There is a
10,There are two clocks at a tower near a larger building behind it.  The two clocks are black with white faces.  The numbers are roman numerals and the right clock reads 12:15 while the left clock reads 11:40.  The tower has detailed architecture which makes it appear very old.  There are ornate golden decorations also visible on the clock tower., The top of the building is covered in scrolls. Attached to the side of the building is a large clock with the numbers 8 and 0 on it. The clock is made out of a metal mesh wall. The clock is orange in color.
10,A bed covered in white blankets and pillows sits in the corner. There is a silver laptop sitting on the bed. The apple logo on the screen is lit up. There is a poster hanging on the wall. The walls of the room are white as well. The laptop on the bed is open. There is nobody in the room., A white bed is sitting in a room. The bed has a light gray comforter on it. There is a person laying in a bed holding a cell phone to her ear. The cell phone is black.  The bed has a white
10,two legs are riding on a skateboard. the skateboard is in the air. the skateboard is black in color. there is another person skateboarding in the background. the skate park is surrounded by mountains. there is a grey rail next to the ramp., The image is of a skateboarder in the air and his feet are off the skateboarder.  The skateboard is a vibrant shade of white.  There are trees surrounding the skateboarder.  There is a fence surrounding the
10,There are two people dressed in winter gear on snowboards in mid air. The hill is covered in white snow. There are people standing on top of the hill in the back round. You can also see trees covered with snow. The sky is cloudy and looks cold. , A man is skiing down a hill. He is wearing a green coat and black pants. There are a bunch of trees behind the man. The sky is bright blue in the background.  The man has a colorful design on his head. 
10,There is a cake in a white box. The box is sitting on a table. There is an empty white plate sitting next to the cake. There is a person holding a knife cutting the cake. , A person is holding a white coffee mug in their hand. There is a glass of ice cream on the table behind the person. There is a white plate with food on it on the table. Next to the plate is a glass of beer.
10,"This is a large, black and red train. A jet of steam comes out the side and hits the ground. the train has three headlights on the front as well as an identification number. the door to the front car is slid open and a man stands at the rear of the car doing something. There are trees in the background behind he train.", A train is standing on the train tracks. The train is red and black in color. There is a fence around the train.  A sign is on the side of the train.  Gravel sits in front of the road.  windows
10,Black cabinets are above a kitchen cabinet that isn't finished. There is a ladder leaning against the wall. There is a white door on the hall leading into the kitchen., The kitchen has neutral colored ceramic tiled floors. The cabinets are light wood. The stove top is flat and made of stainless steel. There is an oven which is placed at a high countertop. The cabinets has white counters. The cabinets has
10,"The image is a black and white photo. A young boy is sitting in the space between the poles of two parking meters off the ground. His arms are wrapped around the two meters and his feet are tucked behind the main bar supporting the two meters. He is smiling with his mouth wide open. He is dressed in warm weather clothing including dark shorts, a striped t-shirt, tennis shoes, and socks. His hair appears to be light colored. To the boy's left there is an older model car parked in a parking space. In the distance behind him there are several older model cars parked in a parking lot. The area is surrounded by mature trees. The concrete of the parking area in the foreground is stained from previous vehicles' fluid leakage. From the content of the photo and the models of vehicles, it appears this is a vintage photograph.", A man is standing on the sidewalk in a skateboard park. He is facing towards a wall with a cell phone to his ear. He is wearing a black shirt and black pants. There is a wall with graffiti on it. The man is
10,a bunch of cars are in a parking lot. there is  black motorcycle that are parked. the motorcycle is clean and shiny. there is a white building in the background. the sky is blue in color., A black motorcycle is parked on a street. The motorcycle's fender is black. There are a lot of people sitting on the motorcycle. The motorcycle is black. There are a lot of people standing behind the motorcycle. There are some stickers on
10,A tall brown and white cake is sitting on a table. There are red and yellow flower petals around the cake. There is a white plate on the table with a fork on top of it. , The cake has white frosting all over it. The cake is sitting on a white plate. There is a chocolate cake remote on the cake. The cake has a yellow filling and cheese and lettuce in between two slices of chocolate cake. On top
10,"This photo is taken outside on a sunny day. A woman is walking on a sidewalk while looking at her phone. She has a large black purse on her shoulder. A tall red fire hydrant is sitting on the sidewalk beside the woman. There is a gray car on the road in front of the woman. A gray fence can be seen across the street, surrounded by vehicles.", A woman is standing on a sidewalk by her gray arm. She is talking on a cell phone and has a red bag in her lap. She is wearing gray pants that have a silver chain hanging off. She is also wearing black shoes that have
10,a yellow taxi got into an accident. he hit a tree and crashed. there is a cop car next to him. The man is talking with the cop. there is a store right next to the accident., A large yellow bus is in the sky. Next to the bus is a white and blue building. There are several trees next to the bus. There is a large building behind the bus.  A man in a white shirt is walking down the
10,A surfer is wearing a black wet suit. He is standing on top of a white surfboard. There are large waves in the water behind the man. The sky is blue. , A man is surfing in the water. He is wearing a black wet suit. He is holding a white surfboard under his left arm. The surfboard is white and green. There is a blue sign on the board behind him. He is
10,"A batter is swinging his bat to hit the baseball. He is wearing a black helmet and a white uniform. The catcher is behind him with a red mask on his face, and behind him is the umpire with a black helmet. There is green grass on the field."," A baseball player is standing on a baseball field. He is wearing a gray helmet, and a black helmet. A black catcher is running behind him with a brown bat in his hands. There is a catcher squatting down to the ground directly behind"
10,"The plate is colorful. At the center of the plate is a white, creamy dip. On the plate, there is  cucumber, broccoli, carrots, tomatoes and red peppers. Beside the plate is a knife with black handle."," The image is of a bowl of various foods sitting in a room. The bowl is made of ceramic and is clean. The bowl is yellow, pink, and yellow. The salad in the bowl is composed of vegetables. The food items include caul"
10,A child in a blue and black coat and black pants is stanind on a snow board apparently watching an older man in a white coat who is walking off.  Snow covers the ground and is well tracked.  To the right of the boy on the board is a line of people waiting., A person wearing a snow suit and black pants is jumping in the air. There is a person with a large black jacket and gray pants standing in front of them. There is a person with a large brown bag on his lap and a black jacket
10,A gray cat is sitting on a closed toilet and looking down at an orange cat. The orange cat is looking up at the gray cat. The toilet seat and lid are light wood. The toilet itself is white and so are the tiles on the floor. The toilet paper roll hangs on a metallic holder., The toilet bowl is sitting on top of a personal sized bed. The bed has a black headboard. There is a view of the toilet seat on the bed. The window has no coverings and showings a black and white blanket which sits
10,A white airplane is taking off from the ground. There is blue writing on the side of the airplane. There are white vans on the ground below it., A large airplane is on the runway. The plane is white and has a big windshield on it. The sky is cloudy. There is water surrounding the plane. The water is calm. The plane is getting ready to take off. There are white
10,Two people are skiing on snow. One of the people is wearing a white coat and orange pants. They are holding black ski poles. There is a person standing behind them also in the snow. , The sky is partly cloudy. The water is calm. There is a person standing on the platform. The person is wearing a green coat. The person is also wearing a colorful kite. The kite is red in color. The kite
10,A boy is sitting at a small dock. The boat has small wooden benches on it. Above the boat is a bridge that has people walking on it., A wooden bench sits in front of a building. There is a window on the building. The window is reflecting trees on the outside. There is a woman sitting on a bench holding a kite in her hand. The cat is looking into the
10,There is a man in a brown shirt standing on the grass. There is a yellow frisbee in front of the man. There are trees behind the man. , A man and woman are playing a game of Frisbee outside on a sunny day.  The woman is wearing a black scarf and cap.  She is also wearing a pink and white scarf around her neck.  Her boots are furry.
10,"An abandoned train is shown on the tracks. There are some graffiti words on the train. The color of the writings are green, yellow, black, white, and a gray color. "," A bus is sitting on the curb on a dark day. The bus is white, black, and pink. There are wooden benches around the bus.  The bus is getting ready to take off into the air.  The sky is bright blue"
10,Two people are playing tennis. They are wearing white uniforms. The woman is wearing a tennis skort. She is swinging her racket. The dirt under her is light brown.," A woman is playing tennis on a tennis court. She is wearing a white cap, short sleeve white shirt and black skirt. The woman is holding a racket in her hand swinging it. There are several people standing behind her. There is a green"
10,A wooden desk with a laptop on top of it. There is a silver keyboard in front of the laptop and a mouse next to the keyboard. There are wires coming off of the laptop. There is a wall behind the desk and there is a blue note stuck to the wall. , A wooden table sits in a room. There are two computers that are turned on sitting on top of the table. There is a black laptop that is sitting on top of the table.  A yellow banana is sitting on top of the table.
10,There are people on the tennis court. There are bushes and trees behind them. They are all wearing white shirts and holding tennis rackets., Four men are playing tennis on a court with a net.  Two of the men are wearing white shirts and white shorts.  The other two men are wearing white shoes.  The man wearing the white shirts and black shoes are holding a racket
10,three birds are perched onto a handrail. the handrail is made out of wood. the wood is dark brown in color. the birds have white necks.," A tall brown bird is perched on a wooden bench.  The bench is on a wooden platform, probably a large pier, or a large dock.  A round shaped white bird is perched on the edge of the bench.  The bird has"
10,A bicycle is parked at a metal bicycle stand. There is a gold color lock attached to the bicycle stand. The bike is leaning onto the side of it. There is a black and gray bag attached to the bicycle. Behind the bicycle is a road with a large bus on it. The bus is white and blue and has an orange digital sign on the front., A building sits behind a row of bikes.  The bikes have red lights on the back of them.  The bike in the front is black.  The bike behind the bikes is white.  A man is standing behind the bike. 
10,A black vehicle with rain on it.  The inside of the car has black interior  A bird is sitting by the window.  The bird is white on top and with wings and tail are light blue.  The bird is looking into the mirror.  There is a bush on side of the car with purple flowers on it., The boat is in motion on the water. The door is made of wood. The boat has a small interior roof. The boat's door is black. The window is white. The window is also red. The window is also pink. The
10,A large barn is surrounded by wooden and metal fences. In front of the barn is a paved street. The roof of the barn is grey and the walls are painted white. The doors are bright white. There are many pastures surrounding the barn., The wooden bench is surrounded by green trees. The wooden bench is green. There is a wooden fence in front of the bench. The fence is made of wood.  The fire hydrant is green.  The fire hydrant is green.
10,"A single red bench sits on the brick patio near the water. There is a short wall at the end of the patio, looking out over the water. The water spans as far as the eye can see, and is a bright blue. The sky is light blue above the water. There are dark shadows cast on the patio from unseen objects as well as from the bench."," A an old wooden bench sits in front of a body of water. The bench is green, and in front of it is green grass. A large orange umbrella is on the bench. The sky above the bench is bright blue, and there is"
10,There is a white and yellow train with red doors next to a red and yellow train. They are on top of the railroad tracks. There is a brick walkway next to the trains. , The train is driving down the tracks. It is long. The train's doors are closed. The train is yellow. The windows are tinted pink. The train has yellow on the front of it. The train is yellow. The windows are
10,A man is standing on a field. The turf is green. It is night time. He is dressed in pants and a long sleeve shirt. He also has a winter hat on. He just got done throwing a Frisbee in the air. In back of him is a white brick wall and a blue trash can. , A man dressed in a red shirt and black shorts is running across a grassy field. He is holding a red frisbee in his hands. There are trees behind the man.  The man is throwing the frisbee.  He
10,"A bricked sidewalk is showing little action. The gray brick sidewalk lines a red brick building. The building contains a street light at the top of the wall. There is also a sign on the wall that reads Copper Alley Nite Club Now Open, with a black double door for its entrance. On the sidewalk is a pole that has a no parking sign. There are two bicycles parked against the silver pole.", A building has a brick wall that has been painted red. There is a bike leaning against the wall. Next to the building is a red sign that says giraffe.  A person is walking in front of the building.  The sign is
10,A man with skis is skiing up a hill with ski poles. The slope is white and smooth and the sky is cloudy and grey. There are skinny pine trees in front of the skis. The skier is wearing a black jacket and a red and black backpack. His ski pants are grey. , A person wearing a black jacket and cap and holding a white surfboard under his right arm is standing on the snow. There are trees behind the person.  The person is holding a ski pole in his hands.  The person has a white
10,The back of a stop sign on a pole is at the intersection of 13th Street and an unknown avenue at dusk. Six power lines run from a building in the distance. The windows on the building are small and high privacy windows., A metal pole with a green sign under a white stop sign is standing behind a metal pole. The pole has a lot of smoke coming out from the top of it and a lot of it in the middle of the picture. There are a lot
10,There is a black bear sitting in a green chair. There is a woman in a blue shirt and a man in a pink shirt kneeling behind the chair. There is a silver fence behind them. ," A man is standing on a baseball field. He is wearing a pink shirt, black shorts and a black helmet. A black dog is jumping in the air. There is a girl sitting on the bench behind him. There is another man in front"
10,The picture is of a baseball team and the coaches together. They have old style uniforms on. In front of the row of players there are baseball bats on the ground. The picture was taken out in a open field.," A group of men and women are standing around a group of tall buildings. Some of the men are wearing military uniform. There are also other, tall buildings. There are old buildings.  All of the men are in tshirts and ties."
10,a plane is flying in the sky. the plane is very white in color. there is a logo on the tail. the logo is in the shape of a leaf., A large white plane is flying in the sky. The plane has two engines on each of its wings. The plane is flying over a very large body of water. The sky is very cloudy. The plane has a blue sky above it. 
10,"Four people wearing old-fashioned clothing stand posing in front of the camera. They are in a large building with a bright ceiling, and there is a black train behind them. There are two men on either side of two women. The man on the far left has a black suit, black shoes, and a black top hat. The woman to his right is wearing a white, pink, and green dress, with a white hat, and a broach pinned to her chest. She is holding a white satchel in her white-gloved hands. The woman next to her is also wearing white gloves and holding a white satchel. This woman has a green dress on, with lace on the trim. The man next to her is wearing a checkered vest underneath a dark long coat and dark pants. He has a black top hat. ", A group of people are gathered around a red and pink well of some sort.  There are people standing around the stuffed animals.  There are also other vehicles for the people to board.  A man in a black suit is walking by the
10,a bunch of birds are on the ocean shore. the shore is very shallow. the birds are white in color. you can see their reflections in the wet sand., The sky is partly cloudy. The clouds are big and fluffy. There are many white clouds visible. The clock ahead is round. The clock is white with a little bit of white on it. The hands on the clock are black. The sky
10,There are wooden cabinets on the wall above a wooden counter. There is a window above the counter with white curtains on it. There are red peppers hanging from a white planter on the ceiling., A colorful rug is on the ground. There is a pink and black cat sitting on the bench. There is a tree next to the bench. There is a door on the building behind the bench.  The table is made of wood. 
10,Two men are jumping in the air trying to catch a frisbee. The frisbee is white. There is a house behind them with some trees in front of it., A man is jumping in the air. He is wearing a blue shirt and black pants. There is a small fence in front of the man. The man is holding a black frisbee in his hand. There is a white fence behind the
10,A cat is lounging on a flat screen TV.  The cat has white paws.  The TV is mounted on the wall.  A bed is reflected on the screen of the TV., A white laptop with a black trim that has a white cord attaching it to the screen is on top of a black table. The laptop is indoors and the screen is turned on. There is an orange mouse pad on the table. Next to the
10,There is a man in a yellow shirt riding on top of a brown horse. There is rope in his hands and he is trying to rope a white cow. There is a wood fence behind the man.," The image is of a horse running. The horse has a white stripe down its body. There is a man riding the horse with a black coat, and gray pants. He is riding in front of the horse. There are two white horses next"
10,There are several people sitting on bicycles. They are on a beach and there is water behind them. A lady in a yellow shirt is standing next to a bike. , A group of people are walking along a large body of water. A man is walking in front of the sand with his suitcse. He is wearing a plaid shirt and plaid shorts. A wire basket is sitting on the sand in
10,"A wooden table is next to a white stove. On the table are an apple, a pomegranate, a plastic container with brown food items, a container with cooking utensils and several other food related items. The tiles behind the table are beige and brown. ", A wooden table sits in a room. There are red and white curtains hanging from the walls behind the table. There is a coffee table next to the table. Next to the table is a vase of roses. Next to the vase is
10,"A girl in a purple and black shirt sits at a table in front of a plate. On the round yellow plate there is a slice of pizza with macaroni on top of it, and a long handled silver fork. the table is wooden with a white pebbled section n the middle. Near the camera there is a green water bottle. "," A plate of food is in the foreground. There are two plates of food on the table. On one plate is a slice of meat, and a salad with thousand island dressing on it. On another plate is a slice of meat, and a"
10,This image is of a bench sitting along what appears to be a paved walkway.  There is a area of grass behind the bench that has small red flowers blooming in it.  In the background are trees and 2 bright red double decker buses.  you can also see some city building in the far distance., A wooden bench sits in a grassy field in the shade. The bench has an unbroken white line painted on it. A bench in a park. The park has trees and grass on it. A man sits in the bench. Behind the
10,A young man flying through the air on a skateboard. The skateboard is gray in color. The young man on the skateboard is wearing gray pants and a white shirt. There is a crowd watching the young man on the skate board. There is a wall separating the man from the crowd. , A skateboarder is doing a trick on a concrete ramp.  It is a male rider and is wearing black jeans and a t-shirt.  His shoes are black with white wheels.  A man is standing behind him also has his
10,A plane that is red and blue is flying in the air. There are several white clouds behind the plane. There is a white stripe on the plane. , An airplane is flying in the sky. The plane has a red and white horizontal striped tail. On the tail are white small clouds and red fluffy clouds. Next to the plane is a small red and red scarf. The plane is standing on the
10,A man is in a blue shirt and jean overalls. He is wearing a white and black hat on his head. There is a white refrigerator in front of him. There are white trucks behind him. , A man is standing in front of a counter. The man is wearing a light blue and black jacket. There is a mirror hanging above the counter. There are two hands that are reaching for the counter.  The counter is open and both have
10,There is a large brown dog standing next to a woman. The woman is holding a blue frisbee in her hand. There is also another person standing next to the dog. ," A man in a white shirt, and shorts is standing in a grassy field. A white dog is in the foreground. A woman is standing next to the man. The man is wearing a white halter top and pants. The man is"
10,a little girl is eating a slice of pizza. she is holding it in her hands. the pizza is pepperoni. The table is blue and there is a red plate on the table beside a plastic white fork. the kid is wearing a bib which is white in color and there is a mess on top of the table. , The little boy is holding a donut in his right hand. The boy has dirty blonde hair. The donut is attached to a string that is holding it. The girl has a red shirt that is sitting on her head. The girl has
10,A man is wearing a black cap and jumping off of a skateboard. The skateboard is green and red. There is a red brick building behind the person.," The boy is skateboarding during the late evening, as the sun begins to fall. He is currently at a skateboarding ring near the end of a street. The boy has a black shirt and gray pants.  His pants are black with white"
10,a kite is in the sky. the kite is light blue in color. people are flying the kites. the sky is very blue and has wispy clouds in the sky.," The sky is partly cloudy. The clouds are big and fluffy. There is a sand structure in the distance. The sand is fine. The clock in the distance is green. The clock with the words ""Dog pit stop"" written in white is"
10,A little girl with a brown hat on and she has long hair underneath the hat.  She is wearing a blue and pink top that is a little off her shoulder .  She is eating a piece of cake out of her hands her fingers have cartoon character wrapped around them and a person in black clothing is sitting on the right side of her., a baby is holding a baby. the baby is smiling. the baby has a purple shirt. the baby has a pale purple colored eyes. the baby has a pale pink hair. the baby has a brown nose. the hair is short and thin
10,Some planes sit on the ground. The ground is covered in mostly green grass. The plane in the front is mostly silver with some red and black signs. There is a black plane and a red plane behind it. Many tall trees are behind the planes. The sky above is blue. There are no clouds in the sky. , The sky is mostly cloudy. The plane holding the plane is getting ready to land. There are small trees on the ground around the plane. The plane is light green in color. There is a person walking on the tail of the plane. The
10,A hot rod truck sits in a parking lot.  A surfboard is resting on top.  The truck is antique looking.  It has fancy wheels with fenders.  The hood has exhaust pipes sticking out.  The truck bed is covered up.  The truck is painted black.  A modern conventional car is parked nearby.," A large white truck is parked on a street. There is a man standing in front of the truck. There are also three cars parked next to the truck. The truck has a green seat, white tank, and black tires. There are also"
10,"A person stands, wearing a wetsuit, on a surfboard surfing in the waves of the ocean. While another surfer sits on the surfboard looking on at the surfer. Two heads can be seen bobbing in the distance behind the ocean wave. A concrete pillar is in the foreground of the beach.", There is a man surfing on a surfboard. The surfboard is white. The water is very choppy. The man wears a black wet suit. There is a blue surfboard attached to the surfboard.  The man is bald in
10,"A man in an elaborate blue, red and gold eastern style costume is standing in front of a stand on which two large brown bears are on four paws and appear to be kissing the man on his cheeks. Behind them is a cloth with has small bears and trees painted on it. A large large with rope on it is in front of them.", A cow is standing on a dirt road. The cow has a large log attached to a rope. There is a man standing behind the man. There are trees next to the cow.  The man is wearing a short sleeved blue shirt.
10,A red fire hydrant is in the dirt. There are green bushes all around the hydrant. There is a brown leaf on the ground in front of the hydrant. , A red fire hydrant is sitting on top of a table.  The fire hydrant is grey.  There is a large red fire hydrant next to the fire hydrant.  The fire hydrant has two grey metal chains hanging from
10,Two people are sitting next to each other at the table. On the table are drinks and many dishes of various foods. In the middle of the table is a cutting board with a whole pizza on it. , There are three pizzas on the table. The tray has pizza on it. There are two zebras to the right of the pizza. The food appears to be Asian and there are two other items on the tray. There are two containers
10,"A parade is going down the street in a town in a residential area. There are there police officers on motorcycles in the front, and behind them there is a police car. People are standing on the sidewalk watching as the parade goes by."," The scene takes place during an overcast day in the city. The street signs are green, white, and black. Two people are riding motorcycles. The people are wearing green jackets and white pants. There are a lot of people standing behind the"
10,"A man in a black t-shirt, black leather vest, and blue jeans is sitting on a dark red Kawasaki motorcycle with a USA flag on the back. The rider is wearing a helmet with a design painted on it, and looking off to his left. On the left of him there is a white car in front. And there is a gray car behind him. There are two trucks and two cars going the opposite direction on the left of the street.", A man in a red leather jacket is driving a motorcycle in the street. He is wearing a red and white helmet on his head. A black and white cat is sitting on the motorcycle in front of him. There are several people standing behind him
10,There is a large gray plane with people standing next to it. There is a person in a blue shirt next to the plane. There are cars next to the plane. ," A person with blonde hair, and a black cap on her head pushed a small red and white boat down a street. There are several people sitting on the sidewalk next to him. There is a row of houses behind the plane.  A man"
10,A white and brown building is in front of a brick sidewalk. There is a person standing behind a silver table. There is a yellow cart in front of the window on the building. , A woman is standing in front of a building holding a camera in her hands. The woman is wearing a light pink jacket and black pants. The window is reflecting other objects in the window. There is a fire hydrant on the ground on the
10,An old steam locomotive is chugging down the tracks through a wooded area. There is a steamstack on it that has smoke billowing from it. The train has many open windows and it is filled with people.," The photo is of a train sitting on a double decker. On the front of the train are three windows and one door. The train is white and black and has the words "" foc's ginger biscuits"" on it. On the front of"
10,A flat screen computer is positioned on a contemporary desk.  There is a flexible desk lamp to the side.  On the opposite side is a set of speakers.  On the front left edge is a large pair of headphones hanging from the corner.  An ergonomic office chair is in front of the computer and facing a red wall., A man is sitting reading a book. The book is in his left hand. He is wearing a red shirt and black pants. There is a black skateboard under the man. There is a table with chairs behind the table. There are many
10,There is a wood fence with bushes and trees in front of them. There is a large brown cow behind the fence. The cow is standing in a field of grass. The sky is blue and there are no clouds in the sky. , A cow is standing in a field. The cow is brown and white. There are trees behind the cow. There is grass in front of the fence.  A tree with leaves on it is standing next to the cow.  A tree with
10,There is a black steel fence with a white and black sign on the front of it. There is a yellow and orange building behind the fence. There is a brick building next to them. , The sign is of a street corner. The street sign is green with white letters and the black letters are on it. The street sign has two white street signs on it. The metal pole is green with white letters on it. The sign has
10,"Two birds stand next to each other.  The birds seem to be of the same species, only male and female.  One bird has an elaborate growth coming from the top of its head.  Its head is black with white stripes.  The other bird's head does not have a growth or any stripes.  The birds are standing on flat ground next to some green grass.", The photo was taken in black and white. The black and white photo was taken of three men eating. The men are walking on the skateboard. The men are wearing orange shirts and black pants. The orange and black traffic cones are attached to
10,There are two zebras standing on dirt. They are both facing away in the same direction. There are several bushes on the ground next to them. , Two zebras are standing outside. The zebras are black and white in color. The zebras are facing each other where one is slightly higher than the other. The zebras have white and black stripes all over them.
10,The image contains a bed with an intricately carved headboard and foot board.  A flowery blanket covers the bed along with two pillows.  A blue piece of material is draped over the foot board.  Two gold-framed mirrors of differing sizes are standing against the wall., A living room has a large bed with a white blanket on it. There is a picture hanging on the wall above the bed. Next to the bed is a black telephone that is sitting on a wood table. There is a white sink with a
10,a train is on the tracks. the train is red in color. the tracks are black in color. there is nobody on the platform. there is a sign above the platform., a train is driving past the station. the train is red in color. the train has a yellow stripe down the side. the grass is very green in color. the train is pulling red in the double doors. the train has a lot of
10,A rear view mirror on a car. It is black around the rim. There is a white and gray dog in the reflection of the mirror. There is a large tree in front of them., A bunch of dead leaves are visible in the image. The leaves are mostly yellow. The fire hydrant is sitting on the side of the road. The fire hydrant is surrounded by grass. On the other side of the hydrant there is
10,There is a man sitting at a table wearing a green shirt and a gray jacket. There is a pizza on the table in front of him on a wood serving board. There is a salad and a sandwich on a plate on the table. , The man is holding a sandwich in his hand. He is wearing a red and black shirt. There is a pizza inside of the box. The man is also wearing a black hat and a black skirt. There is a plate with food on it
10,A man is presenting a woman with some desert. There is some cheesecake and icecream with a candle. They are in a very nice restaurant and they are both smiling., A woman is sitting at a table in a restaurant. She is holding a wine glass in her hand. There is a wine glass in her hand. There is a black bowl sitting on the table.  The table has a lot of dishes in
10,The sun's rays are shinning through the trees in the back ground. The trees are tall and they produce a lot of shade. There is a white table in the foreground. On the white table is a zip lock bag. In the bag is three or four rolls of what appears to be some kind of processed meat. The meat are in rolls such as what you would expect bologna or sausage to be.," A plate of food sits in the open grass. The plate is green in color. The food appears to be sitting on a small round table. There is a small, tall statue of a dog sitting next to the food. The dog is black"
10,The room is being finished. There are bare walls. There is no sheetrock. The bath tub is white. It is just sitting in place. The wood beams are thin. , A very clean and neat bathtub and tub is in a room. The tub is raised by being a refrigerator and a refrigerator. The toilet is fairly low to the ground. There is a lamp next to the tub. The walls are woodgrain
10,A person is riding on a skateboard. The skateboard is black with yellow wheels. The person's shoes are black with green socks. Pants are black. Two hands are hanging by the side of the body. The ground is nicely tiled with a sort of brick., A boy is wearing a black shirt and gray pants. He is standing on top of a skateboard. He appears to be falling backward off of a skateboard. The boy is also wearing red pants and a gray shirt.  The skateboard
10,A white polar bear is relaxing in water. The water is blue and calm. The polar bears back paw is sticking out of the water. The paw has black padding. The water is enclosed by a rock like wall. The polar bear has closed eyes. The mouth is in a frown. , A polar bear is playing in a zoo. The polar bear is eating something. The polar bear is standing stationary on the rocks. The polar bear is creamy white. The bear has a long neck. His snout is gray and his eyes are
10,There is a road that has sheep standing on it. There is a person riding a bicycle going down the road in front of them. There is tall grass and trees around the road. , A person is looking at a person. They are holding a gray cellphone on their lap. There is a dog sticking its head out of the person. There are two people standing behind him. There are two brown sheep by the person.  A
10,three kids are all standing outside in the grass. they are all holding bats and balls. the bat is red in color. the ball is white., The woman in the foreground is holding a surfboard. She is wearing a short sleeve shirt and dark pants. Her hair is really short. The woman in the background is wearing a pink shirt with black shoes. The woman in the background is holding
10,A lady is holding her phone and sitting with her legs crossed. She has a gray flip phone. She is wearing a brown tank with some short white shorts. She has blond hair and sunglasses on the top of her hair and she is in a building that has a lot of wooden furniture., A woman is sitting in a restaurant. She is smiling as she sits. She has a spiky haircut. The woman has long black hair. The woman is wearing a pink shirt and black shoes. The woman has long hair that is covered in
10,A large swimming pool is free of people swimming. The light blue pool is decorated on the bottom with three blue triangles and a curvy stripe. People stand around the pool by a few white tents set up on the far end of the pool. A set of stairs leads into the pool. The stairs have a metal railing., A beach has blue water with waves crashing down. There is a sand near the water and further down away from the water is green grass. A bench is sitting in front of the sand with a pair of shorts on. On the bench is a
10,"The view is an industrial area of a city and is under construction. To the right is a business with a yellow and blue billboard. In addition there is a flagpole with an American flag adjacent to the building. There are several vehicles in a parking lot in front of the business. To the left is a construction site that is fenced and barricaded off from the street. A tall, blue crane stretches into the blue, cloudy sky. In the foreground a stop sign with a sticker under the silver letters stands on a street corner. The sign casts a dark shadow on the sidewalk behind it."," The stop sign is red with white letters and a white logo. Under the stop sign is a sign saying ""Two way traffic"", this sign is white with black letters and black letters. The sign has the words ""the stop sign is a stop"
10,A room with a lot of machine in it.  Some of the machines are silver and some of white.  The floor is black and shiny.  The wall in the room are white.  There is writing on top of the silver machines and black dials on top of the white machines., The refrigerator door is open. The refrigerator is completely empty. The inside of the refrigerator is totally clean. The shelves in the refrigerator are clear. There is a white shelf right above the refrigerator. The microwave over the stove is also pink. The
10,Two children are posing for a camera in the snow.  The boy is standing on skis with a blue helmet and a snow jacket.  The girl has a graphic designed ski jacket and blue helmet.  There is a ski lift on the right side of the mountain.  Trees and mountains are seen in the distance., A man is standing on skis and holding ski poles. He is wearing a black jacket and light blue knitted cap. The man wears a red and white jacket. There is a ski lift behind the man.  The man has a black
10,there is a plane in the air. it is a green military plane. it has really shorts wings. the tail wings are also small. it has propellers on the front. it is being surrounded by clouds. the sky is very blue., The sky is bright blue and clouded. The plane is flying in the air.  The plane has a large white body with a small blue wing span.  The sky is bright green in the distance.  The plane is flying over a
10,A cat is black and white. It has a pink mouth and white whiskers. It is looking up. The cat is laying in green grass. The ears of the cat are pointing up., The cat is siting next to a bottle of vitamin water. The bottle is red. The cat is gray and black. The cat has white fur. The cat has a very small amount of brown on it's chin. The cat has a
